# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCache.pageFastCacheHits,1758346260046000000,1758346274500000000,35833
AWTEventQueue.dispatchTimeTotalNS,1758346260046000000,1758346274500000000,1360431294
NonBlockingReadAction.failedExecutionTimeUs,1758346260046000000,1758346274500000000,0
NonBlockingReadAction.failedExecutionsCount,1758346260046000000,1758346274500000000,0
NonBlockingReadAction.finalizedExecutionsCount,1758346260046000000,1758346274500000000,6
NonBlockingReadAction.finalizedExecutionTimeUs,1758346260046000000,1758346274500000000,41300
JVM.totalDirectByteBuffersBytes,1758346260046000000,1758346274500000000,43553078
JVM.totalBytesAllocated,1758346260046000000,1758346274500000000,1767619104
JVM.totalSafepointCount,1758346260046000000,1758346274500000000,136
JVM.GC.collectionTimesMs,1758346260046000000,1758346274500000000,269
JVM.maxHeapBytes,1758346260046000000,1758346274500000000,11744051200
JVM.usedHeapBytes,1758346260046000000,1758346274500000000,433971840
JVM.totalTimeToSafepointsMs,1758346260046000000,1758346274500000000,32
MEM.ramPlusSwapMinusFileMappingsBytes,1758346260046000000,1758346274500000000,1134571520
JVM.usedNativeBytes,1758346260046000000,1758346274500000000,271800264
JVM.committedHeapBytes,1758346260046000000,1758346274500000000,536870912
MEM.ramBytes,1758346260046000000,1758346274500000000,1560797184
JVM.newThreadsCount,1758346260046000000,1758346274500000000,77
JVM.totalTimeAtSafepointsMs,1758346260046000000,1758346274500000000,332
JVM.totalCpuTimeMs,1758346260046000000,1758346274500000000,42940
OS.loadAverage,1758346260046000000,1758346274500000000,2.3427734375
JVM.maxThreadCount,1758346260046000000,1758346274500000000,66
JVM.threadCount,1758346260046000000,1758346274500000000,59
MEM.fileMappingsRamBytes,1758346260046000000,1758346274500000000,426225664
MEM.ramMinusFileMappingsBytes,1758346260046000000,1758346274500000000,1134571520
JVM.GC.collections,1758346260046000000,1758346274500000000,31
DiskQueryRelay.taskWaitingTotalTimeUs,1758346260046000000,1758346274500000000,68855
DiskQueryRelay.tasksExecuted,1758346260046000000,1758346274500000000,223
DiskQueryRelay.taskExecutionTotalTimeUs,1758346260046000000,1758346274500000000,39093
parser.HTML.time.ns,1758346260046000000,1758346274500000000,118177146
parser.HTML.size.bytes,1758346260046000000,1758346274500000000,159680
DiskQueryRelay.tasksRequested,1758346260046000000,1758346274500000000,223
writeAction.wait.ms,1758346260046000000,1758346274500000000,115
parser.JAVA.size.bytes,1758346260046000000,1758346274500000000,163
lexer.JAVA.time.ns,1758346260046000000,1758346274500000000,1287589
lexer.HTML.time.ns,1758346260046000000,1758346274500000000,67131166
writeAction.median.wait.ms,1758346260046000000,1758346274500000000,0
lexer.JAVA.size.bytes,1758346260046000000,1758346274500000000,163
writeAction.max.wait.ms,1758346260046000000,1758346274500000000,55
lexer.HTML.size.bytes,1758346260046000000,1758346274500000000,159680
writeAction.count,1758346260046000000,1758346274500000000,19
parser.JAVA.time.ns,1758346260046000000,1758346274500000000,21053107
VFS.fileByIdCache.hits,1758346260046000000,1758346274500000000,5
VFS.invertedFileNameIndex.requests,1758346260046000000,1758346274500000000,0
VFS.folderCaseSensitivityReads,1758346260046000000,1758346274500000000,6
VFS.fileChildByName,1758346260046000000,1758346274500000000,1668
VFS.fileByIdCache.misses,1758346260046000000,1758346274500000000,28
Indexes.stubs.lookupDurationMaxMs,1758346260046000000,1758346274500000000,0.0
Indexes.entries.lookupDurationMaxMs,1758346260046000000,1758346274500000000,0.0
Indexing.cache.totalCacheMisses,1758346260046000000,1758346274500000000,16087
Indexes.stubs.lookupDurationAvgMs,1758346260046000000,1758346274500000000,0.0
Indexes.entries.lookupDuration90PMs,1758346260046000000,1758346274500000000,0.0
Indexes.allKeys.lookupDuration90PMs,1758346260046000000,1758346274500000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1758346260046000000,1758346274500000000,0.0
Indexes.stubs.lookupDuration90PMs,1758346260046000000,1758346274500000000,0.0
Indexing.writer_1.totalTimeSpentWritingMs,1758346260046000000,1758346274500000000,0
Indexes.entries.lookupDurationAvgMs,1758346260046000000,1758346274500000000,0.0
Indexes.allKeys.lookups,1758346260046000000,1758346274500000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1758346260046000000,1758346274500000000,0
Indexing.writesQueuedMin,1758346260046000000,1758346274500000000,9223372036854775807
Indexing.writer_2.totalTimeSpentWritingMs,1758346260046000000,1758346274500000000,0
Indexes.entries.lookups,1758346260046000000,1758346274500000000,1
Indexing.writer_3.totalTimeSpentWritingMs,1758346260046000000,1758346274500000000,0
Indexing.cache.totalCacheAccesses,1758346260046000000,1758346274500000000,47498
Indexing.writesQueuedMax,1758346260046000000,1758346274500000000,0
Indexing.totalTimeIndexersSleptMs,1758346260046000000,1758346274500000000,0
Indexes.stubs.lookups,1758346260046000000,1758346274500000000,16
Indexes.allKeys.lookupDurationMaxMs,1758346260046000000,1758346274500000000,0.0
Indexing.cache.totalCacheEvicted,1758346260046000000,1758346274500000000,16087
jps.module.iml.entities.serializer.save.entities.ms,1758346260046000000,1758346274500000000,0
jps.facet.change.listener.init.bridge.ms,1758346260046000000,1758346274500000000,2
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1758346260046000000,1758346274500000000,8
workspaceModel.mutableEntityStorage.referrers.ms,1758346260046000000,1758346274500000000,0
workspaceModel.moduleBridge.update.option.ms,1758346260046000000,1758346274500000000,0
workspaceModel.do.save.caches.ms,1758346260046000000,1758346274500000000,163
workspaceModel.moduleManagerBridge.load.module.ms,1758346260046000000,1758346274500000000,0
jps.storage.jps.conf.reader.load.component.ms,1758346260046000000,1758346274500000000,3
workspaceModel.delayed.project.synchronizer.sync.ms,1758346260046000000,1758346274500000000,148
workspaceModel.moduleBridge.facet.initialization.ms,1758346260046000000,1758346274500000000,46
workspaceModel.mutableEntityStorage.to.snapshot.ms,1758346260046000000,1758346274500000000,4
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1758346260046000000,1758346274500000000,0
jps.global.initialize.library.bridges.after.loading.ms,1758346260046000000,1758346274500000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1758346260046000000,1758346274500000000,1
workspaceModel.save.cache.to.file.ms,1758346260046000000,1758346274500000000,193
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1758346260046000000,1758346274500000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1758346260046000000,1758346274500000000,0
jps.library.entities.serializer.load.entities.ms,1758346260046000000,1758346274500000000,1
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1758346260046000000,1758346274500000000,0
jps.load.project.to.empty.storage.ms,1758346260046000000,1758346274500000000,133
workspaceModel.moduleManagerBridge.build.module.graph.ms,1758346260046000000,1758346274500000000,2
workspaceModel.load.cache.metadata.from.file.ms,1758346260046000000,1758346274500000000,15
workspaceModel.mutableEntityStorage.modify.entity.ms,1758346260046000000,1758346274500000000,9
jps.reload.project.entities.ms,1758346260046000000,1758346274500000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1758346260046000000,1758346274500000000,0
workspaceModel.sync.entities.ms,1758346260046000000,1758346274500000000,0
jps.save.changed.project.entities.ms,1758346260046000000,1758346274500000000,1
jps.artifact.entities.serializer.save.entities.ms,1758346260046000000,1758346274500000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1758346260046000000,1758346274500000000,10
jps.project.serializers.save.ms,1758346260046000000,1758346274500000000,1
jps.artifact.entities.serializer.load.entities.ms,1758346260046000000,1758346274500000000,0
jps.facet.change.listener.before.change.events.ms,1758346260046000000,1758346274500000000,0
jps.facet.change.listener.process.change.events.ms,1758346260046000000,1758346274500000000,3
jps.global.get.library.ms,1758346260046000000,1758346274500000000,0
workspaceModel.global.updates.count,1758346260046000000,1758346274500000000,2
workspaceModel.mutableEntityStorage.entities.by.source.ms,1758346260046000000,1758346274500000000,1
workspaceModel.moduleManagerBridge.get.modules.ms,1758346260046000000,1758346274500000000,2
workspaceModel.load.cache.from.file.ms,1758346260046000000,1758346274500000000,132
jps.global.get.libraries.ms,1758346260046000000,1758346274500000000,0
workspaceModel.orphan.listener.update.ms,1758346260046000000,1758346274500000000,4
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1758346260046000000,1758346274500000000,1
jps.module.iml.entities.serializer.load.entities.ms,1758346260046000000,1758346274500000000,53
jps.library.entities.serializer.save.entities.ms,1758346260046000000,1758346274500000000,0
jps.app.storage.content.writer.save.component.ms,1758346260046000000,1758346274500000000,15
workspaceModel.mutableEntityStorage.replace.by.source.ms,1758346260046000000,1758346274500000000,21
workspaceModel.moduleManagerBridge.load.all.modules.ms,1758346260046000000,1758346274500000000,32
workspaceModel.global.updates.ms,1758346260046000000,1758346274500000000,41
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1758346260046000000,1758346274500000000,1
jps.project.serializers.load.ms,1758346260046000000,1758346274500000000,73
jps.global.handle.changed.events.ms,1758346260046000000,1758346274500000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1758346260046000000,1758346274500000000,0
workspaceModel.mutableEntityStorage.entities.ms,1758346260046000000,1758346274500000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1758346260046000000,1758346274500000000,0
workspaceModel.moduleBridge.before.changed.ms,1758346260046000000,1758346274500000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1758346260046000000,1758346274500000000,227
jps.apply.loaded.storage.ms,1758346260046000000,1758346274500000000,13
jps.global.get.library.by.name.ms,1758346260046000000,1758346274500000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1758346260046000000,1758346274500000000,32
jps.global.handle.before.change.events.ms,1758346260046000000,1758346274500000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1758346260046000000,1758346274500000000,0
jps.save.global.entities.ms,1758346260046000000,1758346274500000000,42
jps.global.initialize.library.bridges.ms,1758346260046000000,1758346274500000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1758346260046000000,1758346274500000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1758346260046000000,1758346274500000000,3
workspaceModel.mutableEntityStorage.put.entity.ms,1758346260046000000,1758346274500000000,10
jps.app.storage.content.reader.load.component.ms,1758346260046000000,1758346274500000000,6
workspaceModel.moduleManagerBridge.create.module.instance.ms,1758346260046000000,1758346274500000000,0
jps.load.initial.state.ms,1758346260046000000,1758346274500000000,36
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1758346260046000000,1758346274500000000,1
workspaceModel.mutableEntityStorage.instances.count,1758346260046000000,1758346274500000000,32
workspaceModel.global.apply.state.to.project.ms,1758346260046000000,1758346274500000000,155
workspaceModel.cachedValueWithParameters.calculated.count,1758346260046000000,1758346274500000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1758346260046000000,1758346274500000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1758346260046000000,1758346274500000000,722
workspaceModel.workspaceFileIndexData.processFileSets.ms,1758346260046000000,1758346274500000000,0
workspaceModel.cachedValueWithParameters.clear.count,1758346260046000000,1758346274500000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1758346260046000000,1758346274500000000,62
workspaceModel.updates.precise.ms,1758346260046000000,1758346274500000000,16
workspaceModel.workspaceFileIndexData.instances.count,1758346260046000000,1758346274500000000,1
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1758346260046000000,1758346274500000000,0
workspaceModel.cachedValue.from.cache.count,1758346260046000000,1758346274500000000,71
workspaceModel.pre.handlers.ms,1758346260046000000,1758346274500000000,1
workspaceModel.check.recursive.update.ms,1758346260046000000,1758346274500000000,1
workspaceModel.workspaceFileIndexData.getPackageName.ms,1758346260046000000,1758346274500000000,0
workspaceModel.initializing.ms,1758346260046000000,1758346274500000000,5
workspaceModel.workspaceFileIndexData.markDirty.ms,1758346260046000000,1758346274500000000,0
workspaceModel.update.unloaded.entities.ms,1758346260046000000,1758346274500000000,0
workspaceModel.to.snapshot.ms,1758346260046000000,1758346274500000000,0
workspaceModel.workspaceFileIndexData.init.ms,1758346260046000000,1758346274500000000,31
workspaceModel.on.changed.ms,1758346260046000000,1758346274500000000,75
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1758346260046000000,1758346274500000000,4
workspaceModel.full.replace.project.model.ms,1758346260046000000,1758346274500000000,2
workspaceModel.cachedValue.calculated.count,1758346260046000000,1758346274500000000,19
workspaceModel.cachedValue.clear.count,1758346260046000000,1758346274500000000,0
workspaceModel.replace.project.model.ms,1758346260046000000,1758346274500000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1758346260046000000,1758346274500000000,4
workspaceModel.on.before.changed.ms,1758346260046000000,1758346274500000000,34
workspaceModel.init.bridges.ms,1758346260046000000,1758346274500000000,4
workspaceModel.cachedValueWithParameters.total.get.count,1758346260046000000,1758346274500000000,0
workspaceModel.updates.ms,1758346260046000000,1758346274500000000,138
workspaceModel.updates.count,1758346260046000000,1758346274500000000,4
workspaceModel.loading.from.cache.ms,1758346260046000000,1758346274500000000,42
workspaceModel.cachedValueWithParameters.from.cache.count,1758346260046000000,1758346274500000000,0
workspaceModel.collect.changes.ms,1758346260046000000,1758346274500000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1758346260046000000,1758346274500000000,23
workspaceModel.loading.total.ms,1758346260046000000,1758346274500000000,47
workspaceModel.cachedValue.total.get.count,1758346260046000000,1758346274500000000,90
cacheStateStorage.set.duration,1758346260046000000,1758346274500000000,94
cacheStateStorage.set.counter,1758346260046000000,1758346274500000000,53
cacheStateStorage.get.duration,1758346260046000000,1758346274500000000,0
cacheStateStorage.get.counter,1758346260046000000,1758346274500000000,15
