# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexes.allKeys.lookups,1758347646523000000,1758347660781000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1758347646523000000,1758347660781000000,0
Indexes.stubs.lookupDurationMaxMs,1758347646523000000,1758347660781000000,0.0
Indexes.entries.lookups,1758347646523000000,1758347660781000000,1
Indexes.allKeys.lookupDurationAvgMs,1758347646523000000,1758347660781000000,0.0
Indexes.entries.lookupDuration90PMs,1758347646523000000,1758347660781000000,0.0
Indexes.stubs.lookupDurationAvgMs,1758347646523000000,1758347660781000000,0.0
Indexing.cache.totalCacheAccesses,1758347646523000000,1758347660781000000,47435
NonBlockingReadAction.finalizedExecutionsCount,1758347646523000000,1758347660781000000,6
NonBlockingReadAction.failedExecutionTimeUs,1758347646523000000,1758347660781000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1758347646523000000,1758347660781000000,40021
NonBlockingReadAction.failedExecutionsCount,1758347646523000000,1758347660781000000,0
AWTEventQueue.dispatchTimeTotalNS,1758347646523000000,1758347660781000000,1384077511
workspaceModel.workspaceFileIndexData.markDirty.ms,1758347646523000000,1758347660781000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1758347646523000000,1758347660781000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1758347646523000000,1758347660781000000,86
workspaceModel.on.changed.ms,1758347646523000000,1758347660781000000,82
workspaceModel.full.replace.project.model.ms,1758347646523000000,1758347660781000000,7
workspaceModel.collect.changes.ms,1758347646523000000,1758347660781000000,0
workspaceModel.cachedValue.from.cache.count,1758347646523000000,1758347660781000000,71
workspaceModel.workspaceFileIndexData.instances.count,1758347646523000000,1758347660781000000,1
workspaceModel.cachedValue.clear.count,1758347646523000000,1758347660781000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1758347646523000000,1758347660781000000,0
workspaceModel.update.unloaded.entities.ms,1758347646523000000,1758347660781000000,0
workspaceModel.loading.total.ms,1758347646523000000,1758347660781000000,46
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1758347646523000000,1758347660781000000,32
workspaceModel.replace.project.model.ms,1758347646523000000,1758347660781000000,0
workspaceModel.updates.precise.ms,1758347646523000000,1758347660781000000,16
workspaceModel.cachedValue.calculated.count,1758347646523000000,1758347660781000000,19
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1758347646523000000,1758347660781000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1758347646523000000,1758347660781000000,0
workspaceModel.pre.handlers.ms,1758347646523000000,1758347660781000000,1
workspaceModel.updates.count,1758347646523000000,1758347660781000000,4
workspaceModel.cachedValueWithParameters.from.cache.count,1758347646523000000,1758347660781000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1758347646523000000,1758347660781000000,23
workspaceModel.initializing.ms,1758347646523000000,1758347660781000000,4
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1758347646523000000,1758347660781000000,642
workspaceModel.init.bridges.ms,1758347646523000000,1758347660781000000,4
workspaceModel.to.snapshot.ms,1758347646523000000,1758347660781000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1758347646523000000,1758347660781000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1758347646523000000,1758347660781000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1758347646523000000,1758347660781000000,8
workspaceModel.cachedValueWithParameters.clear.count,1758347646523000000,1758347660781000000,0
workspaceModel.workspaceFileIndexData.init.ms,1758347646523000000,1758347660781000000,30
workspaceModel.check.recursive.update.ms,1758347646523000000,1758347660781000000,0
workspaceModel.cachedValue.total.get.count,1758347646523000000,1758347660781000000,90
workspaceModel.on.before.changed.ms,1758347646523000000,1758347660781000000,37
workspaceModel.updates.ms,1758347646523000000,1758347660781000000,171
workspaceModel.loading.from.cache.ms,1758347646523000000,1758347660781000000,41
lexer.JAVA.time.ns,1758347646523000000,1758347660781000000,1249585
parser.JAVA.time.ns,1758347646523000000,1758347660781000000,20678914
lexer.HTML.size.bytes,1758347646523000000,1758347660781000000,158716
writeAction.wait.ms,1758347646523000000,1758347660781000000,116
lexer.HTML.time.ns,1758347646523000000,1758347660781000000,53398332
writeAction.count,1758347646523000000,1758347660781000000,19
writeAction.max.wait.ms,1758347646523000000,1758347660781000000,53
parser.JAVA.size.bytes,1758347646523000000,1758347660781000000,163
DiskQueryRelay.tasksExecuted,1758347646523000000,1758347660781000000,223
lexer.JAVA.size.bytes,1758347646523000000,1758347660781000000,163
parser.HTML.time.ns,1758347646523000000,1758347660781000000,95555725
DiskQueryRelay.tasksRequested,1758347646523000000,1758347660781000000,223
DiskQueryRelay.taskExecutionTotalTimeUs,1758347646523000000,1758347660781000000,44070
parser.HTML.size.bytes,1758347646523000000,1758347660781000000,158716
DiskQueryRelay.taskWaitingTotalTimeUs,1758347646523000000,1758347660781000000,71608
writeAction.median.wait.ms,1758347646523000000,1758347660781000000,0
VFS.invertedFileNameIndex.requests,1758347646523000000,1758347660781000000,0
VFS.fileByIdCache.misses,1758347646523000000,1758347660781000000,28
VFS.fileChildByName,1758347646523000000,1758347660781000000,1658
VFS.folderCaseSensitivityReads,1758347646523000000,1758347660781000000,6
VFS.fileByIdCache.hits,1758347646523000000,1758347660781000000,5
FileChannelInterruptsRetryer.totalRetriedAttempts,1758347646523000000,1758347660781000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1758347646523000000,1758347660781000000,41943040
StorageLockContext.competingThreads.max,1758347646523000000,1758347660781000000,0
StorageLockContext.competingThreads.avg,1758347646523000000,1758347660781000000,0.0
DirectByteBufferAllocator.hits,1758347646523000000,1758347660781000000,3
FilePageCache.totalPageLoadsUs,1758347646523000000,1758347660781000000,238633
DirectByteBufferAllocator.reclaimed,1758347646523000000,1758347660781000000,43
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1758347646523000000,1758347660781000000,41943040
StorageLockContext.competingThreads.90P,1758347646523000000,1758347660781000000,0
DirectByteBufferAllocator.misses,1758347646523000000,1758347660781000000,178
FilePageCache.pageFastCacheHits,1758347646523000000,1758347660781000000,35663
FilePageCache.totalPageDisposalsUs,1758347646523000000,1758347660781000000,528
FilePageCache.maxCacheSizeInBytes,1758347646523000000,1758347660781000000,186646528
FilePageCache.uncachedFileAccess,1758347646523000000,1758347660781000000,82
FilePageCache.disposedBuffers,1758347646523000000,1758347660781000000,181
FilePageCache.capacityInBytes,1758347646523000000,1758347660781000000,629145600
FilePageCache.pageLoads,1758347646523000000,1758347660781000000,181
FilePageCache.pageLoadsAboveSizeThreshold,1758347646523000000,1758347660781000000,0
DirectByteBufferAllocator.disposed,1758347646523000000,1758347660781000000,138
FilePageCache.pageHits,1758347646523000000,1758347660781000000,0
FilePageCache.maxRegisteredFiles,1758347646523000000,1758347660781000000,427
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1758347646523000000,1758347660781000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1758347646523000000,1758347660781000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1758347646523000000,1758347660781000000,0
compiler.ArtifactManagerBridge.commit.ms,1758347646523000000,1758347660781000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1758347646523000000,1758347660781000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1758347646523000000,1758347660781000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1758347646523000000,1758347660781000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1758347646523000000,1758347660781000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1758347646523000000,1758347660781000000,0
cacheStateStorage.set.counter,1758347646523000000,1758347660781000000,53
cacheStateStorage.get.counter,1758347646523000000,1758347660781000000,15
cacheStateStorage.set.duration,1758347646523000000,1758347660781000000,78
cacheStateStorage.get.duration,1758347646523000000,1758347660781000000,0
JVM.usedHeapBytes,1758347646523000000,1758347660781000000,453848192
MEM.ramBytes,1758347646523000000,1758347660781000000,1813647360
MEM.ramMinusFileMappingsBytes,1758347646523000000,1758347660781000000,1385586688
JVM.totalBytesAllocated,1758347646523000000,1758347660781000000,1752149912
JVM.usedNativeBytes,1758347646523000000,1758347660781000000,272590800
JVM.maxHeapBytes,1758347646523000000,1758347660781000000,11744051200
JVM.totalSafepointCount,1758347646523000000,1758347660781000000,127
JVM.totalCpuTimeMs,1758347646523000000,1758347660781000000,42660
JVM.GC.collectionTimesMs,1758347646523000000,1758347660781000000,266
JVM.maxThreadCount,1758347646523000000,1758347660781000000,67
JVM.committedHeapBytes,1758347646523000000,1758347660781000000,788529152
MEM.fileMappingsRamBytes,1758347646523000000,1758347660781000000,428060672
JVM.GC.collections,1758347646523000000,1758347660781000000,30
JVM.newThreadsCount,1758347646523000000,1758347660781000000,79
JVM.threadCount,1758347646523000000,1758347660781000000,60
JVM.totalDirectByteBuffersBytes,1758347646523000000,1758347660781000000,43539648
JVM.totalTimeAtSafepointsMs,1758347646523000000,1758347660781000000,333
MEM.ramPlusSwapMinusFileMappingsBytes,1758347646523000000,1758347660781000000,1385586688
JVM.totalTimeToSafepointsMs,1758347646523000000,1758347660781000000,27
OS.loadAverage,1758347646523000000,1758347660781000000,1.9892578125
