# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
JVM.GC.collectionTimesMs,1758347617911000000,1758347640532000000,286
JVM.threadCount,1758347617911000000,1758347640532000000,66
JVM.maxHeapBytes,1758347617911000000,1758347640532000000,11744051200
MEM.ramPlusSwapMinusFileMappingsBytes,1758347617911000000,1758347640532000000,1124937728
JVM.totalTimeAtSafepointsMs,1758347617911000000,1758347640532000000,378
JVM.GC.collections,1758347617911000000,1758347640532000000,35
MEM.fileMappingsRamBytes,1758347617911000000,1758347640532000000,428081152
JVM.newThreadsCount,1758347617911000000,1758347640532000000,96
JVM.totalBytesAllocated,1758347617911000000,1758347640532000000,2101404712
JVM.totalTimeToSafepointsMs,1758347617911000000,1758347640532000000,42
JVM.usedNativeBytes,1758347617911000000,1758347640532000000,279004648
JVM.maxThreadCount,1758347617911000000,1758347640532000000,75
JVM.usedHeapBytes,1758347617911000000,1758347640532000000,406812048
JVM.totalDirectByteBuffersBytes,1758347617911000000,1758347640532000000,43486520
MEM.ramMinusFileMappingsBytes,1758347617911000000,1758347640532000000,1124937728
JVM.totalCpuTimeMs,1758347617911000000,1758347640532000000,46200
JVM.totalSafepointCount,1758347617911000000,1758347640532000000,136
JVM.committedHeapBytes,1758347617911000000,1758347640532000000,520093696
MEM.ramBytes,1758347617911000000,1758347640532000000,1553018880
OS.loadAverage,1758347617911000000,1758347640532000000,1.1943359375
workspaceModel.mutableEntityStorage.remove.entity.ms,1758347617911000000,1758347640532000000,0
jps.library.entities.serializer.load.entities.ms,1758347617911000000,1758347640532000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1758347617911000000,1758347640532000000,25
jps.load.project.to.empty.storage.ms,1758347617911000000,1758347640532000000,84
workspaceModel.mutableEntityStorage.entities.by.source.ms,1758347617911000000,1758347640532000000,3
workspaceModel.mutableEntityStorage.referrers.ms,1758347617911000000,1758347640532000000,0
jps.artifact.entities.serializer.load.entities.ms,1758347617911000000,1758347640532000000,0
jps.library.entities.serializer.save.entities.ms,1758347617911000000,1758347640532000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1758347617911000000,1758347640532000000,0
jps.global.get.library.ms,1758347617911000000,1758347640532000000,0
jps.project.serializers.save.ms,1758347617911000000,1758347640532000000,3
workspaceModel.delayed.project.synchronizer.sync.ms,1758347617911000000,1758347640532000000,115
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1758347617911000000,1758347640532000000,1
jps.apply.loaded.storage.ms,1758347617911000000,1758347640532000000,26
workspaceModel.load.cache.from.file.ms,1758347617911000000,1758347640532000000,140
jps.app.storage.content.writer.save.component.ms,1758347617911000000,1758347640532000000,12
workspaceModel.mutableEntityStorage.add.entity.ms,1758347617911000000,1758347640532000000,27
workspaceModel.mutableEntityStorage.modify.entity.ms,1758347617911000000,1758347640532000000,10
jps.project.serializers.load.ms,1758347617911000000,1758347640532000000,50
workspaceModel.moduleBridge.before.changed.ms,1758347617911000000,1758347640532000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1758347617911000000,1758347640532000000,0
jps.save.changed.project.entities.ms,1758347617911000000,1758347640532000000,4
jps.load.initial.state.ms,1758347617911000000,1758347640532000000,19
workspaceModel.moduleBridge.facet.initialization.ms,1758347617911000000,1758347640532000000,46
workspaceModel.load.cache.metadata.from.file.ms,1758347617911000000,1758347640532000000,15
jps.module.iml.entities.serializer.save.entities.ms,1758347617911000000,1758347640532000000,0
jps.global.initialize.library.bridges.ms,1758347617911000000,1758347640532000000,1
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1758347617911000000,1758347640532000000,0
workspaceModel.do.save.caches.ms,1758347617911000000,1758347640532000000,144
workspaceModel.global.updates.count,1758347617911000000,1758347640532000000,2
workspaceModel.moduleManagerBridge.create.module.instance.ms,1758347617911000000,1758347640532000000,0
jps.global.get.libraries.ms,1758347617911000000,1758347640532000000,0
jps.facet.change.listener.process.change.events.ms,1758347617911000000,1758347640532000000,2
jps.facet.change.listener.before.change.events.ms,1758347617911000000,1758347640532000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1758347617911000000,1758347640532000000,1
workspaceModel.moduleManagerBridge.get.modules.ms,1758347617911000000,1758347640532000000,1
workspaceModel.mutableEntityStorage.resolve.ms,1758347617911000000,1758347640532000000,0
workspaceModel.global.apply.state.to.project.ms,1758347617911000000,1758347640532000000,136
jps.module.iml.entities.serializer.load.entities.ms,1758347617911000000,1758347640532000000,32
workspaceModel.moduleBridgeLoader.loading.modules.ms,1758347617911000000,1758347640532000000,206
jps.global.initialize.library.bridges.after.loading.ms,1758347617911000000,1758347640532000000,1
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1758347617911000000,1758347640532000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1758347617911000000,1758347640532000000,5
workspaceModel.mutableEntityStorage.collect.changes.ms,1758347617911000000,1758347640532000000,1
workspaceModel.mutableEntityStorage.entities.ms,1758347617911000000,1758347640532000000,3
workspaceModel.global.apply.state.to.project.builder.ms,1758347617911000000,1758347640532000000,3
jps.save.global.entities.ms,1758347617911000000,1758347640532000000,32
workspaceModel.sync.entities.ms,1758347617911000000,1758347640532000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1758347617911000000,1758347640532000000,8
workspaceModel.mutableEntityStorage.has.same.entities.ms,1758347617911000000,1758347640532000000,0
jps.global.get.library.by.name.ms,1758347617911000000,1758347640532000000,0
jps.storage.jps.conf.reader.load.component.ms,1758347617911000000,1758347640532000000,3
jps.app.storage.content.reader.load.component.ms,1758347617911000000,1758347640532000000,6
workspaceModel.global.updates.ms,1758347617911000000,1758347640532000000,31
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1758347617911000000,1758347640532000000,1
workspaceModel.save.cache.to.file.ms,1758347617911000000,1758347640532000000,146
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1758347617911000000,1758347640532000000,9
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1758347617911000000,1758347640532000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1758347617911000000,1758347640532000000,30
jps.facet.change.listener.init.bridge.ms,1758347617911000000,1758347640532000000,1
workspaceModel.mutableEntityStorage.instances.count,1758347617911000000,1758347640532000000,30
workspaceModel.orphan.listener.update.ms,1758347617911000000,1758347640532000000,3
jps.global.handle.before.change.events.ms,1758347617911000000,1758347640532000000,0
jps.global.handle.changed.events.ms,1758347617911000000,1758347640532000000,0
jps.artifact.entities.serializer.save.entities.ms,1758347617911000000,1758347640532000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1758347617911000000,1758347640532000000,1
workspaceModel.moduleManagerBridge.load.module.ms,1758347617911000000,1758347640532000000,0
jps.reload.project.entities.ms,1758347617911000000,1758347640532000000,0
workspaceModel.moduleBridge.update.option.ms,1758347617911000000,1758347640532000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1758347617911000000,1758347640532000000,2
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1758347617911000000,1758347640532000000,0
